lead_time,no_of_special_requests,avg_price_per_room,arrival_month,arrival_date,market_segment_type,no_of_week_nights,no_of_weekend_nights,type_of_meal_plan,room_type_reserved,booking_status
9,1,108.0,7,20,4,1,0,3,0,1
56,2,123.98,9,5,4,3,1,0,3,1
60,1,93.6,11,14,4,1,1,0,0,1
27,0,182.33,7,25,4,3,1,0,3,0
99,0,85.5,3,24,4,3,0,3,0,1
0,1,95.67,11,20,2,5,2,0,0,1
208,1,72.25,11,28,4,1,2,0,0,0
4,0,90.0,5,20,2,1,0,0,3,0
7,0,106.0,7,6,2,2,0,0,4,1
55,0,159.3,6,2,4,2,0,0,3,0
4,1,65.0,2,16,2,3,0,0,0,1
114,0,72.25,8,22,3,3,1,0,0,1
151,1,63.75,7,11,3,1,1,3,0,0
104,2,138.6,9,2,4,2,1,0,0,1
243,0,80.75,9,27,3,6,2,0,0,1
7,2,56.0,5,21,3,1,1,1,0,1
13,0,110.0,6,7,2,2,0,0,3,1
45,2,107.1,10,20,4,1,0,0,0,1
30,1,105.75,9,12,4,4,2,0,0,1
27,1,142.0,12,6,4,3,0,1,0,1
42,0,75.0,11,7,3,3,1,0,0,1
56,1,98.4,12,27,4,3,0,3,0,1
125,4,110.7,10,9,4,2,2,0,1,1
124,0,94.5,8,8,3,1,2,1,0,1
238,0,55.08,11,13,3,0,2,0,0,0
24,0,107.0,9,19,3,2,1,0,3,1
4,1,0.0,2,27,1,0,0,0,0,1
125,1,79.2,11,16,4,2,0,3,0,1
23,0,93.94,9,5,4,0,1,0,0,0
14,1,147.9,2,21,4,2,2,0,5,1
31,2,135.9,9,8,4,2,0,0,0,1
126,2,136.8,12,24,4,1,0,1,3,0
51,2,132.6,5,10,4,5,1,0,3,1
2,0,70.0,2,17,3,4,1,0,0,1
115,0,131.4,8,26,4,2,2,0,3,0
68,1,75.65,4,1,4,2,2,3,0,0
1,0,107.0,4,19,3,2,0,0,3,1
3,3,129.0,9,2,4,1,0,3,0,1
2,0,167.0,5,6,4,1,0,0,3,1
4,0,98.1,9,26,3,1,1,0,0,0
38,1,76.5,3,11,4,2,1,0,0,0
68,0,60.0,11,28,3,1,2,0,3,1
48,1,76.5,3,17,4,1,0,0,0,0
1,0,140.0,10,31,4,0,1,3,0,1
172,0,109.8,8,25,4,3,0,0,3,0
11,2,65.0,11,4,2,2,0,0,3,1
223,0,73.96,9,30,4,3,2,3,0,0
0,0,96.0,8,9,4,0,2,3,0,1
296,0,96.0,9,21,3,4,0,1,0,1
74,0,102.68,9,18,3,0,2,0,0,1
116,1,96.05,9,18,4,2,1,1,0,0
58,2,108.0,10,19,4,1,0,3,0,1
25,0,56.98,2,16,4,2,0,3,0,0
122,1,66.53,4,25,4,5,1,0,0,1
7,1,103.0,3,7,4,1,1,0,0,1
6,0,65.0,5,23,2,1,1,0,0,1
25,0,78.3,1,29,4,2,0,0,0,0
10,0,129.0,10,14,3,2,1,0,0,1
57,0,85.0,8,5,3,2,1,0,0,1
10,0,153.0,8,23,4,0,1,0,5,1
1,0,79.0,2,13,2,1,0,0,0,1
104,2,159.3,5,14,4,1,2,0,3,1
3,1,79.0,12,15,2,2,0,0,0,1
2,1,65.0,11,30,2,2,0,0,0,1
3,1,47.5,4,23,3,1,2,0,0,1
122,0,95.2,4,29,4,2,2,0,0,0
106,2,90.0,11,4,4,2,1,0,0,0
1,1,119.0,5,30,4,0,1,3,0,1
8,3,140.0,9,3,4,3,0,0,0,1
48,1,40.67,3,6,3,1,2,0,0,1
2,0,181.0,5,19,3,1,0,0,4,1
28,0,93.6,6,12,4,7,4,0,3,1
255,0,123.75,12,30,4,2,2,0,3,1
141,1,114.3,8,10,4,2,0,0,0,1
41,0,81.08,4,21,4,1,0,0,0,0
17,0,85.0,10,10,3,3,1,0,0,1
161,1,95.2,4,29,4,2,2,3,0,1
105,0,150.3,8,26,4,2,1,0,3,0
127,0,143.1,9,1,4,3,1,0,3,0
31,1,127.94,11,5,4,3,2,0,3,0
185,1,122.4,10,5,4,2,0,0,3,0
117,0,126.9,6,3,4,2,1,0,0,1
50,2,114.0,11,13,4,1,2,0,3,1
15,1,75.0,1,21,4,1,0,3,0,1
138,0,218.03,7,4,4,3,1,1,5,0
4,1,80.79,11,27,4,4,2,0,0,1
160,0,146.7,8,22,4,2,1,0,3,0
36,1,129.0,10,26,4,4,0,0,0,0
3,0,124.0,6,27,3,0,1,3,0,1
93,1,112.5,8,13,4,1,0,0,0,1
9,1,116.27,8,14,4,1,2,0,0,1
175,0,82.28,10,4,3,4,0,0,0,0
7,1,81.0,3,2,4,1,0,3,0,1
196,1,80.75,7,31,4,2,2,3,0,1
265,0,109.0,6,24,4,2,0,1,0,0
86,1,120.69,8,9,4,2,0,0,0,0
161,0,105.0,3,25,4,2,1,1,0,0
0,1,0.0,1,7,1,1,0,0,0,1
4,0,122.4,9,20,4,1,0,3,0,1
63,0,71.0,1,19,3,2,0,0,0,1
52,1,100.33,12,28,4,2,1,0,0,1
3,1,78.3,1,9,4,1,1,0,0,1
6,1,139.0,6,30,4,1,0,3,0,1
66,2,102.0,9,5,4,2,1,0,0,1
9,0,66.0,2,5,3,2,1,0,0,1
199,1,68.0,11,4,3,2,1,0,0,1
15,2,77.35,11,22,4,5,2,3,0,0
127,1,96.3,6,27,4,2,1,0,0,1
70,1,64.67,4,3,4,4,2,0,0,1
0,2,129.0,6,18,4,1,2,3,0,1
80,2,93.6,11,18,4,2,1,0,0,1
1,0,105.0,5,16,4,0,1,0,0,0
1,1,130.94,9,20,4,1,0,0,0,1
184,1,164.25,8,17,4,1,0,1,0,0
14,2,152.0,11,11,4,1,0,0,0,1
118,2,110.8,12,28,4,4,1,0,0,1
214,0,120.9,9,29,4,3,0,0,0,0
287,0,100.3,9,29,4,3,1,0,0,0
0,0,71.25,12,9,4,7,4,3,0,1
128,1,118.8,9,2,4,2,1,3,0,1
46,1,106.8,3,17,4,3,0,0,3,0
5,2,66.3,12,14,4,4,0,3,0,1
7,0,65.0,11,2,2,6,2,0,0,1
96,0,76.93,4,10,4,2,2,3,0,1
121,2,58.91,2,15,4,3,1,0,1,1
112,1,97.75,12,6,4,4,0,0,3,0
70,1,74.8,12,3,4,2,2,3,0,1
128,1,151.2,10,11,4,3,0,0,3,0
62,2,146.7,7,26,4,4,0,0,3,1
43,2,194.3,11,1,4,3,0,1,3,1
26,2,123.0,11,17,4,2,0,0,3,1
6,0,81.0,2,1,4,0,1,3,0,1
7,0,76.29,11,27,4,5,3,3,0,0
24,2,88.0,12,4,4,1,2,3,0,1
0,0,149.0,5,26,4,3,0,3,0,1
181,0,250.0,10,11,4,1,0,0,4,0
51,1,148.75,11,4,4,2,2,0,0,1
58,2,115.04,9,27,4,2,0,0,3,1
9,1,114.0,12,7,4,1,0,0,3,1
124,0,114.3,8,8,4,5,1,0,0,0
108,0,72.25,7,10,3,2,2,0,0,1
304,1,70.0,12,29,3,3,2,0,0,1
163,0,96.88,9,10,3,5,2,0,0,1
20,0,79.0,2,12,4,2,0,3,0,0
89,3,107.1,6,26,4,3,2,0,0,1
87,1,183.6,9,6,4,5,2,1,3,1
120,0,79.2,12,4,4,1,2,3,0,0
141,1,111.68,7,3,4,5,2,0,0,1
38,4,179.3,10,20,4,1,0,0,5,1
95,2,108.0,10,2,4,1,2,3,0,1
4,2,194.33,3,27,4,1,2,0,5,1
29,2,119.0,10,19,4,4,0,3,0,0
49,0,65.0,3,4,3,5,2,0,0,1
5,0,84.0,11,13,2,3,2,0,0,1
89,1,139.95,7,18,4,3,1,0,3,0
97,1,110.5,4,25,4,3,1,3,0,1
9,0,98.64,12,25,4,3,2,0,4,1
0,0,123.0,10,11,4,0,2,0,0,1
121,0,80.75,5,26,3,3,0,0,0,1
109,1,80.1,10,26,4,1,0,3,0,1
21,0,206.0,6,10,4,4,2,0,5,0
7,1,106.36,11,8,4,4,0,3,0,1
3,2,0.0,3,14,4,3,1,0,0,1
206,2,105.3,10,26,4,4,1,0,0,0
15,2,242.33,3,3,4,3,0,1,5,1
58,1,94.5,10,9,4,2,0,0,0,1
91,0,134.1,8,21,4,0,2,0,0,1
5,0,105.0,11,1,4,2,2,0,3,1
3,0,119.0,3,21,4,1,1,0,0,1
7,2,177.0,5,22,4,1,2,0,3,1
44,1,108.0,10,2,4,1,2,3,0,0
11,1,133.33,10,30,4,1,2,0,0,1
3,0,0.0,10,2,1,10,4,0,0,1
44,0,251.7,6,16,4,3,0,0,3,0
163,0,192.95,12,23,4,2,2,1,5,1
143,1,106.75,8,8,4,5,2,3,0,1
322,0,80.0,5,19,4,3,1,0,0,0
129,2,114.3,7,8,4,2,0,0,0,1
37,0,0.5,2,20,4,8,4,0,0,1
10,2,78.5,1,17,4,5,2,3,0,1
24,0,85.0,9,20,3,4,2,0,0,1
62,2,101.15,3,28,4,3,1,0,0,1
9,2,184.0,10,7,4,2,0,0,3,1
44,0,2.0,1,2,1,1,1,0,0,1
12,1,79.0,12,21,2,1,0,0,0,1
11,0,122.33,4,29,4,2,1,3,0,0
14,0,132.33,3,4,4,7,2,1,0,0
88,1,149.4,9,15,4,3,2,0,3,1
64,1,0.0,10,15,1,1,0,0,0,1
151,1,137.13,7,5,4,5,1,0,3,0
35,0,125.1,3,24,4,3,0,3,0,0
5,1,95.0,4,18,4,1,1,0,0,1
35,1,79.0,12,14,2,1,0,0,0,1
97,1,80.75,4,25,4,3,1,3,0,1
97,0,80.75,10,30,3,1,2,0,0,0
9,0,137.0,8,26,4,2,0,3,0,1
10,3,35.0,7,3,1,0,2,0,4,1
26,0,101.0,6,23,4,1,0,0,0,0
171,0,80.75,9,20,3,5,2,0,0,0
5,1,139.13,9,16,4,1,0,0,0,1
7,2,174.67,3,24,4,3,0,0,0,1
33,0,111.9,6,27,4,2,1,0,0,0
23,1,85.0,8,12,3,2,1,0,0,1
254,0,100.3,9,29,4,3,1,0,0,0
40,0,125.55,10,5,4,1,0,0,3,0
5,1,100.0,5,23,3,1,1,0,0,1
6,0,70.0,2,21,3,3,2,0,0,1
290,0,106.0,12,12,2,2,1,0,4,1
49,0,67.5,2,20,4,1,2,3,0,0
206,3,109.8,10,28,4,2,2,0,3,1
117,0,76.5,8,22,4,1,0,0,0,0
55,0,149.4,7,27,4,4,0,0,3,0
51,0,60.0,11,14,3,1,2,0,3,1
3,0,95.48,5,13,4,1,0,3,0,0
1,0,142.0,11,29,4,2,0,0,5,1
115,0,60.0,2,27,4,2,2,0,0,0
113,3,117.3,12,6,4,4,0,1,0,1
41,0,142.2,6,17,4,2,0,0,3,0
3,0,101.0,3,2,4,2,0,0,0,0
3,0,55.0,3,27,3,2,2,0,0,1
42,2,104.0,11,29,4,3,0,0,0,1
149,1,99.45,7,12,4,4,0,0,0,1
141,1,118.8,9,19,4,5,2,3,0,0
30,0,163.62,8,6,3,1,0,0,4,1
40,0,109.8,4,18,4,0,1,0,3,1
57,3,112.8,12,27,4,3,0,0,0,1
46,1,105.5,11,4,4,3,0,0,1,1
113,1,68.3,3,23,4,4,0,3,0,1
89,0,143.7,6,27,4,5,1,0,3,0
65,1,177.3,4,12,4,3,0,0,5,0
77,2,104.4,10,25,4,3,0,0,3,1
3,0,143.0,7,10,2,2,2,0,4,1
29,2,159.2,5,20,4,2,1,0,3,1
75,0,129.0,7,8,4,2,1,0,3,0
237,0,80.75,8,10,4,4,0,3,0,0
36,0,159.3,5,14,4,1,1,0,3,0
47,1,125.1,9,20,4,1,0,3,0,1
19,2,91.0,2,15,4,4,1,0,0,0
221,1,109.65,9,12,4,3,1,3,0,0
113,0,114.9,12,27,4,3,0,0,3,0
94,1,65.84,11,13,4,4,2,0,0,1
1,1,89.0,4,8,4,1,0,3,0,1
100,0,81.2,4,25,4,2,1,3,0,1
11,0,143.2,10,7,3,1,0,0,0,1
134,2,163.34,12,26,4,5,1,0,5,0
4,1,187.0,3,26,4,1,0,0,3,1
6,2,161.5,9,8,4,3,1,0,0,1
76,0,116.28,6,13,3,3,1,0,0,1
34,2,145.8,9,10,4,3,0,0,0,1
49,1,135.9,6,4,4,1,1,0,3,1
7,2,125.8,12,29,4,3,1,0,3,1
26,0,85.0,10,16,3,3,2,0,0,1
171,1,90.95,6,28,4,4,0,0,0,1
157,0,108.66,8,31,4,3,0,0,1,0
35,0,116.1,3,16,4,2,0,1,0,0
105,5,96.9,9,29,3,3,1,0,0,1
6,0,167.0,4,22,4,2,0,0,3,1
2,1,0.0,10,23,1,0,0,0,3,1
11,0,75.25,10,23,3,2,2,0,0,1
159,0,198.9,5,26,4,3,0,0,5,0
159,0,122.0,9,19,3,2,1,0,0,0
53,0,149.4,9,11,4,2,2,0,3,0
4,1,153.0,8,27,4,1,0,0,5,1
157,0,130.5,9,19,4,2,1,0,0,0
8,1,111.35,5,31,4,3,0,0,0,1
2,1,103.0,11,23,4,1,0,0,0,1
59,2,80.3,3,2,4,3,0,0,0,1
16,1,69.35,3,4,4,2,1,0,3,1
9,1,113.0,11,2,4,4,2,3,0,1
3,2,128.0,8,7,4,0,1,3,0,1
119,1,119.28,7,18,4,6,3,0,3,1
24,0,47.0,12,5,2,1,2,0,0,1
12,2,141.0,8,15,4,3,1,0,0,1
162,0,168.3,7,4,4,0,1,0,5,0
26,2,122.0,8,30,4,2,0,0,0,1
179,3,90.9,10,27,4,3,1,0,0,1
51,1,144.0,11,1,4,4,0,0,3,1
4,1,111.0,11,22,4,1,0,0,0,0
142,1,83.78,6,1,4,4,1,0,3,1
23,1,74.8,12,1,4,3,1,3,0,1
101,1,93.08,4,26,4,4,0,0,0,1
0,1,146.0,8,13,4,3,1,0,0,1
5,0,105.0,9,1,4,2,0,0,0,1
111,2,105.83,7,9,4,2,2,0,0,1
3,0,75.0,12,19,4,1,0,3,0,1
1,2,221.33,10,6,4,3,0,0,5,1
43,2,94.5,10,18,4,0,1,0,0,1
8,1,126.0,7,19,4,2,0,0,0,1
149,1,114.3,7,4,4,1,1,0,3,0
197,0,43.8,12,21,3,4,1,1,0,1
31,0,152.1,2,26,4,2,0,0,5,0
71,1,145.0,11,10,4,2,0,3,0,1
39,0,65.0,11,27,2,2,2,0,0,1
29,1,109.2,4,11,4,2,1,0,0,1
90,1,82.45,4,4,4,3,1,0,0,1
219,2,168.3,8,18,4,1,0,0,5,0
14,0,105.0,11,16,4,4,0,0,0,0
18,0,85.0,7,17,3,1,2,0,0,1
79,1,90.95,4,25,3,1,1,0,3,1
52,0,96.9,12,7,4,4,0,0,3,0
1,2,106.0,8,25,4,1,0,0,0,1
137,0,96.3,8,26,4,2,0,0,0,1
25,0,146.2,11,7,4,3,1,0,3,1
3,1,95.0,11,19,4,1,0,3,0,0
3,2,168.0,8,13,4,1,0,3,0,1
1,3,106.0,8,20,4,2,0,0,0,1
10,0,80.0,3,14,3,2,1,0,0,1
128,3,100.29,9,16,4,2,0,3,0,1
66,2,98.1,9,3,4,1,1,0,0,1
54,0,177.3,4,16,4,1,2,0,5,0
51,0,75.0,11,4,3,2,0,0,0,1
169,2,212.86,8,18,4,2,0,0,1,0
43,0,68.47,3,8,4,5,1,0,0,0
0,0,65.0,5,4,2,1,0,0,0,1
103,1,99.9,4,8,4,1,0,0,0,1
18,2,76.81,9,2,4,3,0,0,0,1
1,1,104.0,11,16,4,3,0,3,0,1
186,2,168.3,7,7,4,2,0,0,5,0
9,1,80.3,1,15,4,2,0,0,0,1
94,0,105.3,4,14,4,3,0,0,3,0
17,0,92.67,12,9,4,2,1,3,0,1
0,0,0.0,2,3,4,1,0,0,3,1
19,1,166.0,8,10,4,1,0,0,3,0
21,0,117.0,2,29,4,0,1,0,3,1
55,1,82.47,10,29,4,1,0,0,0,1
256,0,64.33,9,14,3,2,1,0,0,1
52,2,148.91,12,29,4,2,0,0,3,1
3,0,68.0,3,11,3,2,2,0,0,1
78,0,154.7,3,21,4,5,1,0,5,1
221,1,48.0,8,12,3,1,0,1,0,1
109,1,68.0,7,15,4,7,2,0,0,0
7,1,123.2,10,20,4,3,0,0,0,1
6,0,75.0,7,8,3,2,1,0,0,1
21,0,156.0,5,21,4,1,2,0,3,0
46,1,94.5,10,21,4,4,0,0,0,1
26,2,159.0,9,17,4,1,0,0,0,1
84,0,58.14,4,10,4,2,2,3,0,1
128,1,132.3,10,18,4,5,1,0,3,1
177,1,99.45,7,31,4,2,2,0,0,1
20,0,107.0,10,4,4,1,2,0,0,1
3,0,139.0,3,23,4,2,0,0,0,0
31,0,74.8,11,17,4,3,1,3,0,0
47,1,73.08,3,30,4,3,0,0,0,1
7,2,90.1,12,18,4,2,2,0,3,1
14,1,134.75,11,8,4,2,0,3,0,1
267,0,121.5,12,31,4,1,1,0,3,1
110,0,143.1,6,3,4,1,0,0,0,0
51,0,125.1,8,18,4,2,0,3,0,0
100,1,112.5,7,4,4,0,1,3,0,1
31,1,94.5,10,4,4,1,2,0,0,1
19,1,99.0,7,29,4,1,0,3,0,1
20,0,77.71,11,11,4,5,2,3,0,0
56,2,99.71,10,9,4,3,2,0,0,1
220,1,118.25,10,24,4,4,1,3,0,0
19,1,107.03,9,23,4,2,1,3,0,1
20,1,124.16,11,6,4,2,2,0,0,1
25,1,139.0,10,21,4,2,0,0,0,1
19,0,96.0,9,17,4,1,0,3,0,1
143,0,96.3,8,26,4,2,2,0,0,0
9,0,149.0,4,22,4,2,1,0,0,0
78,1,69.53,4,4,4,2,1,0,0,1
158,0,70.0,3,25,3,2,1,0,0,1
10,1,169.0,7,16,4,1,0,0,0,0
63,0,54.46,3,30,4,4,0,3,0,1
61,0,118.8,4,22,4,2,1,0,3,0
88,1,132.3,10,20,4,3,0,0,3,1
35,1,119.81,12,24,4,1,2,0,3,1
21,1,124.0,9,21,4,1,1,0,0,1
28,1,86.1,1,25,4,2,1,0,0,1
42,1,171.9,6,23,4,1,0,0,5,0
2,1,114.0,8,12,4,1,0,0,0,1
57,0,90.95,9,16,3,2,1,0,3,1
1,0,59.03,11,25,4,1,0,3,0,1
212,2,92.65,10,1,4,5,2,3,0,1
68,1,112.2,4,6,4,5,2,0,3,1
49,3,109.8,9,2,4,1,0,0,0,1
124,0,82.13,4,12,4,5,0,0,1,1
99,0,140.4,5,26,4,3,0,0,3,1
97,0,140.4,5,19,4,3,0,0,3,1
211,0,90.95,8,25,4,3,1,0,0,0
6,1,67.0,11,16,2,1,0,0,0,1
207,0,112.5,8,17,4,2,0,0,0,0
122,3,119.85,5,30,4,5,1,0,0,1
60,3,88.4,12,23,4,2,2,0,0,1
0,1,0.0,11,5,4,1,0,0,0,1
165,0,94.5,7,8,4,2,0,3,0,0
13,2,99.0,5,8,4,0,2,3,0,1
128,0,122.4,8,17,4,4,1,0,3,0
56,1,136.35,8,27,4,1,1,0,3,0
96,1,76.5,7,22,4,4,1,0,0,0
33,1,186.0,10,10,4,3,1,0,3,0
49,0,126.0,10,11,4,1,0,0,0,1
107,0,58.0,3,17,3,3,0,0,0,1
31,1,90.0,10,26,3,2,1,0,3,1
9,0,68.4,1,22,4,2,2,3,0,1
37,1,69.5,2,4,4,3,1,3,0,1
13,0,221.0,5,4,4,3,0,0,5,0
109,0,114.3,7,3,4,1,2,0,0,0
33,1,111.6,5,3,4,2,0,3,0,1
8,2,139.0,8,11,4,2,0,3,0,1
76,0,72.25,3,18,4,2,2,3,0,1
8,0,170.63,10,6,2,1,0,0,4,0
54,0,140.4,6,3,4,1,0,0,3,1
79,1,192.03,12,30,3,2,0,0,0,1
2,0,78.52,1,23,4,1,2,0,1,1
33,1,125.1,7,15,4,1,0,3,0,1
173,1,126.9,9,30,4,2,2,0,3,0
23,1,143.99,5,2,4,2,1,0,3,1
58,2,123.3,3,31,4,3,0,0,3,1
61,0,56.0,12,27,3,3,2,0,3,1
4,0,156.0,4,6,4,1,0,0,3,0
1,0,79.0,2,26,4,1,0,3,0,1
0,0,75.0,2,10,2,2,0,0,0,1
0,2,159.0,6,22,4,1,0,0,0,1
87,1,85.0,9,2,3,7,2,0,0,1
23,1,112.0,11,11,4,1,0,0,0,1
16,0,67.81,12,10,4,7,4,3,0,1
55,0,56.94,3,9,4,4,0,0,0,1
25,0,85.0,10,9,3,2,2,0,0,0
41,0,99.0,9,2,4,1,0,3,0,1
32,1,95.0,1,24,2,1,2,0,3,1
12,1,106.0,2,12,4,2,0,0,3,0
144,2,129.6,9,22,4,3,1,0,0,0
124,1,110.1,5,13,4,2,1,0,0,1
6,1,171.0,8,8,4,1,1,0,0,1
253,0,65.83,10,29,4,1,2,3,0,0
2,1,124.5,6,28,4,4,0,3,0,1
131,1,128.7,8,25,4,3,1,0,3,1
19,1,57.98,2,17,4,1,0,3,0,1
5,2,105.25,8,31,4,3,1,0,0,1
52,1,60.0,11,19,3,3,0,0,3,1
43,1,77.69,1,19,4,5,0,0,0,1
29,0,132.05,9,9,4,2,0,3,0,0
46,1,60.0,1,15,3,2,1,0,0,1
133,1,121.5,7,12,4,3,0,0,0,1
152,1,90.95,6,27,4,3,1,0,0,1
206,1,112.5,10,24,4,2,1,0,0,0
21,1,118.0,9,7,4,1,0,3,0,1
87,0,74.15,4,14,4,1,0,0,0,0
4,0,65.33,2,9,2,3,0,0,0,1
204,2,80.75,9,3,3,2,2,0,0,1
1,1,156.0,10,16,4,3,2,0,0,1
86,1,72.25,11,6,4,3,2,0,0,1
1,2,135.75,9,6,4,2,2,0,0,1
6,0,49.59,11,28,4,3,1,3,0,1
138,1,101.49,8,9,4,5,0,0,0,1
20,0,66.0,1,31,3,1,2,0,0,1
30,0,152.78,10,3,4,3,1,0,3,0
134,1,114.96,6,2,4,3,1,0,1,1
141,0,139.95,8,17,4,6,2,0,3,0
0,1,103.0,5,9,4,2,1,0,0,1
0,0,95.0,10,17,2,1,1,0,0,1
10,0,120.8,8,13,4,1,2,0,0,1
64,1,79.2,11,20,4,1,2,3,0,1
5,0,0.0,12,22,1,5,0,0,1,1
55,1,95.1,6,26,4,1,2,3,0,1
28,0,130.8,6,13,4,2,1,0,3,0
111,1,109.65,6,13,4,5,2,3,0,0
124,1,105.3,8,1,4,3,1,0,0,1
63,0,90.06,4,22,4,3,2,0,0,1
178,2,221.0,7,20,4,2,0,0,6,0
198,3,159.3,9,22,4,3,0,0,3,1
119,0,155.7,8,7,4,6,4,0,3,0
3,3,0.0,6,27,1,0,1,0,0,1
1,0,105.0,9,1,4,1,0,0,0,1
1,0,136.18,5,26,4,3,1,0,0,1
70,2,102.1,5,25,4,4,0,0,3,1
19,2,120.12,5,3,4,3,0,0,3,1
2,0,65.0,8,26,2,1,0,0,0,1
118,2,85.0,11,25,4,3,2,0,0,1
57,1,131.58,10,31,4,4,1,0,3,0
172,1,96.3,6,27,4,2,1,0,0,1
270,1,108.8,9,29,4,3,1,0,3,0
18,1,89.0,1,15,4,3,2,0,0,1
93,3,96.3,4,12,4,3,0,0,0,1
23,1,85.67,3,12,4,1,2,0,0,0
48,1,85.5,8,31,3,4,1,0,0,1
53,3,153.3,6,9,4,3,0,0,3,1
81,0,119.07,10,2,4,1,2,0,3,0
62,3,126.0,11,19,4,1,2,0,3,1
22,0,95.0,10,25,3,1,0,0,0,1
17,1,140.0,10,19,4,4,0,3,0,1
209,1,72.75,7,2,4,4,2,0,3,1
60,1,76.0,11,15,4,4,2,3,0,1
21,0,161.33,9,16,4,3,0,0,5,1
147,2,84.6,12,14,4,1,0,0,0,1
4,0,91.0,2,16,4,1,0,0,0,1
42,0,118.16,3,24,4,3,1,0,0,1
17,2,114.4,9,10,4,3,2,0,0,1
74,0,142.5,7,22,4,2,1,0,3,1
144,0,118.8,9,22,4,3,1,3,0,0
15,1,139.0,8,31,4,4,0,0,0,1
46,1,71.1,3,12,4,1,1,3,0,1
78,1,105.3,3,24,4,3,0,0,0,1
34,1,75.54,5,22,4,0,1,3,0,1
13,0,65.0,9,13,2,3,2,0,0,1
266,2,117.3,10,30,4,2,2,0,3,0
58,2,89.4,5,16,4,2,1,3,0,1
24,0,50.0,12,5,2,1,2,0,0,1
3,0,240.0,10,11,4,1,0,0,5,0
36,2,159.3,7,20,4,2,0,0,3,1
80,2,149.4,9,17,4,3,2,0,3,1
0,1,133.5,9,7,4,1,1,0,0,1
95,2,90.0,11,20,4,0,2,0,0,0
6,0,65.0,10,26,2,1,1,0,0,1
186,1,121.8,7,30,4,1,2,0,3,0
58,0,153.77,9,5,4,5,2,0,3,1
117,0,89.75,8,1,3,1,2,1,1,1
15,1,141.68,9,15,4,2,0,0,3,0
5,1,75.0,12,20,4,0,1,3,0,1
134,0,133.2,8,23,4,4,0,0,3,0
31,1,66.29,12,4,4,10,5,3,0,0
57,1,109.29,9,9,4,3,2,0,3,1
8,0,67.0,3,2,3,2,0,0,0,1
102,0,150.15,6,12,4,3,2,0,3,1
5,2,141.5,9,8,4,3,1,3,0,1
0,0,95.0,3,1,3,1,0,0,0,1
0,0,65.0,8,19,2,1,0,0,0,1
0,0,77.0,11,14,2,0,1,0,0,1
10,1,207.9,8,8,4,1,1,0,5,1
95,1,132.6,5,19,4,3,1,0,3,1
51,0,60.0,11,8,3,2,2,0,3,1
138,0,94.5,8,22,4,1,2,1,0,0
13,0,71.0,1,20,3,1,0,0,0,1
178,1,99.45,8,10,4,4,0,0,0,1
17,0,89.0,6,23,4,1,0,3,0,0
123,1,114.69,9,18,4,4,2,0,3,1
2,1,134.0,10,5,4,1,0,3,0,1
8,0,154.33,7,15,4,2,1,0,0,1
114,0,40.67,3,23,3,3,0,0,0,1
106,1,92.28,6,8,4,4,0,0,0,1
44,1,131.4,7,9,4,1,0,0,3,1
64,1,131.4,12,30,4,1,0,0,3,1
139,0,68.0,11,16,4,4,2,0,0,0
7,0,66.7,1,26,4,1,0,3,0,1
152,0,133.17,7,16,4,4,2,1,0,0
208,2,90.95,8,29,3,2,1,0,3,1
34,0,81.0,6,19,4,1,2,0,0,0
6,3,69.5,1,12,4,2,0,3,0,1
93,0,90.9,10,27,4,2,0,0,0,0
0,0,79.0,1,6,2,2,0,0,0,1
244,2,98.4,9,29,4,1,0,3,0,0
123,1,117.3,5,6,4,2,0,0,3,1
41,2,168.3,8,13,4,1,2,0,3,1
20,1,63.22,2,9,4,2,0,0,3,1
39,2,114.41,11,10,4,3,2,0,0,1
24,0,144.5,4,28,4,2,0,0,3,0
121,0,99.45,5,8,4,2,2,0,0,0
23,1,101.0,10,7,4,2,0,0,0,1
131,0,103.5,12,26,4,0,1,0,3,0
3,1,76.3,1,17,4,4,2,0,0,1
1,0,152.67,6,26,4,1,2,0,3,1
249,0,80.75,10,22,4,2,2,0,0,0
3,1,79.0,11,26,2,1,0,0,0,1
7,2,169.0,7,11,4,0,1,0,0,1
2,0,0.0,9,21,1,1,0,0,6,1
59,1,90.9,3,31,4,3,0,0,0,1
0,2,103.5,10,4,4,3,0,0,0,1
196,0,76.5,5,12,3,3,1,0,0,0
41,0,145.1,8,24,4,3,0,0,0,1
148,0,114.3,8,7,4,0,1,0,0,0
34,1,165.6,3,15,4,5,0,1,3,1
132,1,70.0,3,28,3,2,1,0,0,1
34,0,102.74,10,26,3,4,1,1,1,1
34,1,170.4,10,8,4,1,2,0,3,0
215,1,96.3,8,8,4,2,1,0,0,0
91,0,116.1,5,21,4,1,1,3,0,1
1,0,174.0,12,1,4,1,0,0,5,1
45,0,113.62,4,10,4,4,2,0,3,0
21,2,175.95,6,1,4,4,0,0,5,1
11,1,70.3,1,24,4,0,2,0,0,1
14,0,80.75,5,30,3,3,1,0,0,1
158,0,80.75,9,17,3,1,2,0,0,1
0,0,95.5,8,31,2,2,1,0,0,1
67,0,81.9,4,1,4,2,1,3,0,1
52,0,85.85,3,28,4,3,1,0,0,0
2,0,101.36,11,24,4,3,1,0,3,1
122,1,113.78,12,25,4,2,2,0,0,0
2,1,0.0,6,6,1,0,1,0,6,1
